661	24.00	17.00	54.80
662	24.00	29.16	54.80
663	24.00	41.32	54.80
664	24.00	53.47	54.80
665	24.00	65.63	54.80
666	24.00	77.79	54.80
667	24.00	89.95	54.80
668	24.00	102.11	54.80
669	24.00	114.26	54.80
670	24.00	126.42	54.80
671	24.00	138.58	54.80
672	24.00	150.74	54.80
673	24.00	162.89	54.80
674	24.00	175.05	54.80
675	24.00	187.21	54.80
676	24.00	199.37	54.80
677	24.00	211.53	54.80
678	24.00	223.68	54.80
679	24.00	235.84	54.80
680	24.00	248.00	54.80
681	24.00	260.16	54.80
682	24.00	272.32	54.80
683	24.00	284.47	54.80
684	24.00	296.63	54.80
685	24.00	308.79	54.80
686	24.00	320.95	54.80
687	24.00	333.11	54.80
688	24.00	345.26	54.80
689	24.00	357.42	54.80
690	24.00	369.58	54.80
691	36.13	17.00	54.80
692	36.13	29.16	54.80
693	36.13	41.32	54.80
694	36.13	53.47	54.80
695	36.13	65.63	54.80
696	36.13	77.79	54.80
697	36.13	89.95	54.80
698	36.13	102.11	54.80
699	36.13	114.26	54.80
700	36.13	126.42	54.80
701	36.13	138.58	54.80
702	36.13	150.74	54.80
703	36.13	162.89	54.80
704	36.13	175.05	54.80
705	36.13	187.21	54.80
706	36.13	199.37	54.80
707	36.13	211.53	54.80
708	36.13	223.68	54.80
709	36.13	235.84	54.80
710	36.13	248.00	54.80
711	36.13	260.16	54.80
712	36.13	272.32	54.80
713	36.13	284.47	54.80
714	36.13	296.63	54.80
715	36.13	308.79	54.80
716	36.13	320.95	54.80
717	36.13	333.11	54.80
718	36.13	345.26	54.80
719	36.13	357.42	54.80
720	36.13	369.58	54.80
721	48.25	17.00	54.80
722	48.25	29.16	54.80
723	48.25	41.32	54.80
724	48.25	53.47	54.80
725	48.25	65.63	54.80
726	48.25	77.79	54.80
727	48.25	89.95	54.80
728	48.25	102.11	54.80
729	48.25	114.26	54.80
730	48.25	126.42	54.80
731	48.25	138.58	54.80
732	48.25	150.74	54.80
733	48.25	162.89	54.80
734	48.25	175.05	54.80
735	48.25	187.21	54.80
736	48.25	199.37	54.80
737	48.25	211.53	54.80
738	48.25	223.68	54.80
739	48.25	235.84	54.80
740	48.25	248.00	54.80
741	48.25	260.16	54.80
742	48.25	272.32	54.80
743	48.25	284.47	54.80
744	48.25	296.63	54.80
745	48.25	308.79	54.80
746	48.25	320.95	54.80
747	48.25	333.11	54.80
748	48.25	345.26	54.80
749	48.25	357.42	54.80
750	48.25	369.58	54.80
751	60.38	17.00	54.80
752	60.38	29.16	54.80
753	60.38	41.32	54.80
754	60.38	53.47	54.80
755	60.38	65.63	54.80
756	60.38	77.79	54.80
757	60.38	89.95	54.80
758	60.38	102.11	54.80
759	60.38	114.26	54.80
760	60.38	126.42	54.80
761	60.38	138.58	54.80
762	60.38	150.74	54.80
763	60.38	162.89	54.80
764	60.38	175.05	54.80
765	60.38	187.21	54.80
766	60.38	199.37	54.80
767	60.38	211.53	54.80
768	60.38	223.68	54.80
769	60.38	235.84	54.80
770	60.38	248.00	54.80
771	60.38	260.16	54.80
772	60.38	272.32	54.80
773	60.38	284.47	54.80
774	60.38	296.63	54.80
775	60.38	308.79	54.80
776	60.38	320.95	54.80
777	60.38	333.11	54.80
778	60.38	345.26	54.80
779	60.38	357.42	54.80
780	60.38	369.58	54.80
781	72.50	17.00	54.80
782	72.50	29.16	54.80
783	72.50	41.32	54.80
784	72.50	53.47	54.80
785	72.50	65.63	54.80
786	72.50	77.79	54.80
787	72.50	89.95	54.80
788	72.50	102.11	54.80
789	72.50	114.26	54.80
790	72.50	126.42	54.80
791	72.50	138.58	54.80
792	72.50	150.74	54.80
793	72.50	162.89	54.80
794	72.50	175.05	54.80
795	72.50	187.21	54.80
796	72.50	199.37	54.80
797	72.50	211.53	54.80
798	72.50	223.68	54.80
799	72.50	235.84	54.80
800	72.50	248.00	54.80
801	72.50	260.16	54.80
802	72.50	272.32	54.80
803	72.50	284.47	54.80
804	72.50	296.63	54.80
805	72.50	308.79	54.80
806	72.50	320.95	54.80
807	72.50	333.11	54.80
808	72.50	345.26	54.80
809	72.50	357.42	54.80
810	72.50	369.58	54.80
811	84.63	17.00	54.80
812	84.63	29.16	54.80
813	84.63	41.32	54.80
814	84.63	53.47	54.80
815	84.63	65.63	54.80
816	84.63	77.79	54.80
