1321	24.00	17.00	73.50
1322	24.00	29.16	73.50
1323	24.00	41.32	73.50
1324	24.00	53.47	73.50
1325	24.00	65.63	73.50
1326	24.00	77.79	73.50
1327	24.00	89.95	73.50
1328	24.00	102.11	73.50
1329	24.00	114.26	73.50
1330	24.00	126.42	73.50
1331	24.00	138.58	73.50
1332	24.00	150.74	73.50
1333	24.00	162.89	73.50
1334	24.00	175.05	73.50
1335	24.00	187.21	73.50
1336	24.00	199.37	73.50
1337	24.00	211.53	73.50
1338	24.00	223.68	73.50
1339	24.00	235.84	73.50
1340	24.00	248.00	73.50
1341	24.00	260.16	73.50
1342	24.00	272.32	73.50
1343	24.00	284.47	73.50
1344	24.00	296.63	73.50
1345	24.00	308.79	73.50
1346	24.00	320.95	73.50
1347	24.00	333.11	73.50
1348	24.00	345.26	73.50
1349	24.00	357.42	73.50
1350	24.00	369.58	73.50
1351	36.13	17.00	73.50
1352	36.13	29.16	73.50
1353	36.13	41.32	73.50
1354	36.13	53.47	73.50
1355	36.13	65.63	73.50
1356	36.13	77.79	73.50
1357	36.13	89.95	73.50
1358	36.13	102.11	73.50
1359	36.13	114.26	73.50
1360	36.13	126.42	73.50
1361	36.13	138.58	73.50
1362	36.13	150.74	73.50
1363	36.13	162.89	73.50
1364	36.13	175.05	73.50
1365	36.13	187.21	73.50
1366	36.13	199.37	73.50
1367	36.13	211.53	73.50
1368	36.13	223.68	73.50
1369	36.13	235.84	73.50
1370	36.13	248.00	73.50
1371	36.13	260.16	73.50
1372	36.13	272.32	73.50
1373	36.13	284.47	73.50
1374	36.13	296.63	73.50
1375	36.13	308.79	73.50
1376	36.13	320.95	73.50
1377	36.13	333.11	73.50
1378	36.13	345.26	73.50
1379	36.13	357.42	73.50
1380	36.13	369.58	73.50
1381	48.25	17.00	73.50
1382	48.25	29.16	73.50
1383	48.25	41.32	73.50
1384	48.25	53.47	73.50
1385	48.25	65.63	73.50
1386	48.25	77.79	73.50
1387	48.25	89.95	73.50
1388	48.25	102.11	73.50
1389	48.25	114.26	73.50
1390	48.25	126.42	73.50
1391	48.25	138.58	73.50
1392	48.25	150.74	73.50
1393	48.25	162.89	73.50
1394	48.25	175.05	73.50
1395	48.25	187.21	73.50
1396	48.25	199.37	73.50
1397	48.25	211.53	73.50
1398	48.25	223.68	73.50
1399	48.25	235.84	73.50
1400	48.25	248.00	73.50
1401	48.25	260.16	73.50
1402	48.25	272.32	73.50
1403	48.25	284.47	73.50
1404	48.25	296.63	73.50
1405	48.25	308.79	73.50
1406	48.25	320.95	73.50
1407	48.25	333.11	73.50
1408	48.25	345.26	73.50
1409	48.25	357.42	73.50
1410	48.25	369.58	73.50
1411	60.38	17.00	73.50
1412	60.38	29.16	73.50
1413	60.38	41.32	73.50
1414	60.38	53.47	73.50
1415	60.38	65.63	73.50
1416	60.38	77.79	73.50
1417	60.38	89.95	73.50
1418	60.38	102.11	73.50
1419	60.38	114.26	73.50
1420	60.38	126.42	73.50
1421	60.38	138.58	73.50
1422	60.38	150.74	73.50
